TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
ecSaQutg3b,46.32.66.64,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL0dLZEZQM2Zi"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""SSBjYW50IGZpbmQgaXQu"",""Member"":""FanYoK"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""Z28gdG8gc2lyaHVydC5uZXQgYW5kIGNsaWNrIG9uIGRpc2NvcmQvY2hhdCBvbiB0aGUgdG9w"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-31""},{""Query"":""Q2FuIHlvdSBzZW5kIG1lIGRpc2NvcmQtaW52aXRlIGxpbmsgcGxlYXNlPyDwn5iF"",""Member"":""FanYoK"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-31""}]}",General Inquiry,FanYoK,SOLVED,"[""minikid133"",""IcePools""]"
XqKgFGyYiZ,122.60.12.9,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBUZWtub1BsYXF1ZQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""c2hvdWxkIGJlIGZpeGVkIGFscmVhZHkgKGZvciBzZXJ2ZXIgdW5hdmFsaWFibGUp"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-01""},{""Query"":""U2VydmVyIGlzIHVuYXZhaWxhYmxl"",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIHJlLW9wZW5lZCBieSBUZWtub1BsYXF1ZQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBUZWtub1BsYXF1ZQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""V2hlbiBJIHJ1biBteSBib290c3RyYXBwZXIgYW4gZXJyb3IgcG9wcyB1cCBhbmQgc2F5cyBzZXJ2ZXIgb2ZmbGluZSBldmVuIHdoZW4gSSBydW4gaXQgYXMgYW4gYWRtaW5pc3RyYXRvci4gV2h5IGlzIHRoaXM/"",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,TeknoPlaque,SOLVED,"[""IcePools""]"
Vu5ElgZa7V,46.166.142.221,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""d2hhdHMgdGhlIGFjY291bnQgdXNlcm5hbWUgd2l0aCB5b3VyIHNpcmh1cnQgd2hpdGVsaXN0IGFjdGl2ZT8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-01""},{""Query"":""aGV5dCBndXl6IHBseiB1bmJsYWtsaXN0IG1lIGkgaGF2ZSBub3Qgc29ycnkgZG9uZSBhbnl0aGluZyBwbHogdW5iYW4gbWUgcGx6IHBsenAgbHogcGx6IGkgd2FubnQgdG8gdXNlIG15IHNlcmhhcnQgYWdhaW4gcGx6"",""Member"":""urmomisfat"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-01""}]}",Account Suspension,urmomisfat,SOLVED,"[""minikid133"",""IcePools""]"
GP2CTaJFPd,2406:e003:80c:a001:70d9:bc6d:c02c:77c9,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""Zm9yYmlkZGVuIGVycm9yIG1lYW5zIHNpcmh1cnQgc2VydmVycyBhcmUgZnVja2VkIHJpZ2h0IG5vdywganVzdCBnaXZlIGl0IHNvbWUgdGltZSBhbmQgaXRsbCBiZSBiYWNrIHVwIHNvb24uIHNvcnJ5IGZvciB0aGUgaW5jb252ZW5pZW5jZSE="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""aHR0cHM6Ly9neWF6by5jb20vODY3YjlkZjBjZmIzZDc1MTJiMzk2NzMwOWZhODVjZGQ="",""Member"":""ghostboy9824"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-01""},{""Query"":""SXRzIHNheWluZyBhbiBlcnJvciBvY2N1cnJlZCBhbmQgd29udCBydW4u"",""Member"":""ghostboy9824"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,ghostboy9824,SOLVED,"[""minikid133"",""austiin"",""IcePools""]"
YIG2DXbjiB,186.231.112.134,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL0tINENEdDZo"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""U2lySHVydCBpcyBleHBlcmllbmNpbmcgbW9tZW50YXJ5IGRvd250aW1lICsgY2FuIHlvdSBzcyB0aGUgc2l0ZSBzYXlpbmcgaXQgYmFubmVkIHlvdXIgSVAgYWRkcmVzcz8="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""aGV5byBwbGVhc2Ugc2VuZCBoZWxwIHRoZSBzaXJodXJ0IHNpdGUgaXMgdGVsbGluZyBpdCBiYW5uZWQgbXkgSVAgYWRyZXNzIGFuZCBpIGNhbnQgam9pbiB0aGUgZGlzY29yZCBpIGRvbnQgaGF2ZSB0aGUgaW52aXRlIGFuZCB0aGUgZXhwbG9pdCBpc250IG9wZW5pbmc="",""Member"":""WelcomeToDaHell"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,WelcomeToDaHell,SOLVED,"[""minikid133"",""austiin""]"
NwlVDtmNDM,79.98.113.10,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBhdXN0aWlu"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""c2lyaHVydCBpcyBleHBlcmllbmNpbmcgbW9tZW50YXJ5IGRvd250aW1lLCB3ZWxsIGJlIGJhY2sgdXAgc29vbiBhbmQgeW91bGwga25vdyB3aGVuISBzb3JyeSBmb3IgdGhlIGluY29udmVuaWVuY2U="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""aGVsbG8/"",""Member"":""Leard"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""aHR0cHM6Ly9tZWRpYS5kaXNjb3JkYXBwLm5ldC9hdHRhY2htZW50cy82NTEyNDgyMTA1NTEyNDI3NTIvODI3MzAwODMwNDA2NzcwNzQ4L3Vua25vd24ucG5nICBJIGhhdmUgdHVybmVkIG9mZiBteSBhbnRpdmlydXMgYW5kIGNsb3NlZCBTaXJodXJ0LCBoZWNrIEkgZXZlbiByZXN0YXJ0ZWQgbXkgY29tcHV0ZXIsIG5vdGhpbmcgd29ya2Vk"",""Member"":""Leard"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",General Inquiry,Leard,SOLVED,"[""austiin""]"
ExrL2rLnmL,216.119.59.3,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBTd2FnaXNteXN0eWxlNzgwOQ=="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-03""},{""Query"":""WU9PIFBPRyBJIEZJWEVEIElUIGFsbCBpIGhhZCB0byBkbyB3YXMgdHlwZSBpbiB0dXJuIHdpbmRvd3MgZmVhdHVyZXMgb24gb3Igb2ZmIGFuZCB0dXJuIGNmc2VydmljZXMgb24="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-03""},{""Query"":""SG93IGRvIEkgdW5pbnN0YWxsIC5uZXRmcmFtZXdvcmsgaSBjYW50IGZpbmQgaXQgaW4gY29udHJvbCBwYW5lbA=="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-03""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""T2sgaXRzIG5vdCBnaXZpbmcgbWUgdGhlIHByb2JsZW0gYW55bW9yZSBidXQgbm93IHdoZW4gaXRzIG9wZW5lZCBpdCB3b250IGxldCBtZSB0eXBlIGluIHNjcmlwdHMgYW5kIHRoZXJlIGlzbnQgYW4gYXJlYSB3aGVyZSBpIGNhbiB0eXBlIHNjcml0cHMgYXQ/"",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-03""},{""Query"":""SGVsbG8gdGhlcmUhIFdlIHdlcmUgZXhwZXJpZW5jaW5nIHNpdGUgaXNzdWVzIGVhcmxpZXIuXG5BcyBhIHJlc3VsdCBzb21lIHVzZXJzIGV4cGVyaWVuY2VkIGlzc3VlcyB3aXRoIHNvbWUgb2Ygb3VyIHNlcnZpY2VzLlxuVGhlIHNpdGUgYXBwZWFycyB0byBiZSBvcGVyYXRpbmcgYXMgbm9ybWFsIG5vdyBhbmQgeW91IHNob3VsZCBubyBsb25nZXIgZXhwZXJpZW5jZSBhbiBpc3N1ZS5cblxuU2luY2VyZWx5LA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-03""},{""Query"":""V2FpdGVkIGEgbGl0dGxlIGJpdCBzYW1lIGVycm9yIG1lc3NhZ2UgNTAzIHJlbW90ZSBzZXJ2ZXIgdW5hdmFpbGFibGU="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIHJlLW9wZW5lZCBieSBTd2FnaXNteXN0eWxlNzgwOQ=="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""d2FpdCB1bnRpbCB0aGUgc2l0ZSBpcyBiYWNrIHVwLCBpdCBzaG91bGQgYmUgdXAgcm4gc28gdHJ5IHRoYXQ="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-02""},{""Query"":""TyBteSBnb2QgSW0gc28gZHVtYiBpdCBzYXlzIGVycm9yIG1lc3NhZ2UgNTAzIG5vdCA0MDMgaWYgdGhhdCBoZWxwcyBhbnkgbG9s"",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8gaXQgZGlkbnQgd29yayBpdCBnYXZlIG1lIHRoZSBzYW1lIGVycm9yIG1lc3NhZ2U="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8geWVzIGkgaGF2ZSB0cmllZCB0aGlzIGl0IGdpdmVzIG1lIHRoZSBzYW1lIGVycm9yIG1lc3NhZ2UgSSBkaXNhYmxlZCBteSBhbnRpdmlydXMgY29tcGxldGVseSByZWluc3RhbGxlZCB0aGUgYm9vdHN0cmFwcGVyIGFyb3VuZCAzIHRpbWVzIGFuZCByZXN0YXJ0ZWQgbXkgcGMgdHdpY2U="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8geWVzIGkgaGF2ZSB0cmllZCB0aGlzIGl0IGdpdmVzIG1lIHRoZSBzYW1lIGVycm9yIG1lc3NhZ2UgSSBkaXNhYmxlZCBteSBhbnRpdmlydXMgY29tcGxldGVseSByZWluc3RhbGxlZCB0aGUgYm9vdHN0cmFwcGVyIGFyb3VuZCAzIHRpbWVzIGFuZCByZXN0YXJ0ZWQgbXkgcGMgdHdpY2U="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""UmVkb3dubG9hZCB0aGUgYm9vdHN0cmFwcGVyIGZyb20gdGhlIG9mZmljYWwgc2lyaHVydCBkb3dubG9hZCBwYWdlIGh0dHBzOi8vc2lyaHVydC5uZXQvbG9naW4vZG93bmxvYWQucGhwIHRoZW4gdHJ5IGl0IGFnYWlu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-01""},{""Query"":""SGVsbG8uIEkgdHJpZWQgdG8gb3BlbiB0aGUgc2lyIGh1cnQgYm9vdHN0cmFwcGVyIHRvZGF5IGFuZCBpdCBnYXZlIG1lIGFuIGVycm9yIGNvZGUgdGhhdCBzYXlzIDQwMyBmb3JiaWRkZW4gbWFrZSBzdXJlIHRoYXQgeW91ciBhbnRpdmlydXMgaXMgZGlzYWJsZWQgSSBrbm93IGl0IGlzIGRpc2FibGVkIGJ1dCBpdCBpcyBzdGlsbCBnaXZpbmcgbWUgdGhpcyBlcnJvciBJIGhhdmUgcmVzdGFydGVkIG15IHBjIGFuZCByZWluc3RhbGxlZCBzaXJodXJ0IHBsZWFzZSBoZWxwIGFuZCBoYXZlIGEgZ29vZCBkYXk="",""Member"":""Swagismystyle7809"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,Swagismystyle7809,SOLVED,"[""minikid133"",""IcePools""]"
BiGXPTXr5W,72.226.7.172,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""b2tpaQ=="",""Member"":""SweetPablos"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""VGhlIHNpdGUgaXMgdXAgYWdhaW4gYW5kIHlvdSBzaG91bGQgbm90IGV4cGVyaWVuY2UgYW55IGF1dGhlbnRpY2F0aW9uIHByb2JsZW1zLg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SXMgaXQgZG9zc2VkIGFnYWluIGFsc28gaXMgdGhlIHBvcmJsZW0gcGFydCBvZiBteSBwYz8="",""Member"":""SweetPablos"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-02""},{""Query"":""dGVtcG9yYXJ5IGRvd24gdGltZSB3aWxsIGJlIGJhY2sgdXAgd2hlbiB3ZSBzdG9wIGdldHRpbmcgZGRvc2VkISE="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""U28gSSBBbSBUcnlpbmcgdG8gdXNlIHNpcmh1cnQgSSBIYXZlIHR1cm5lZCBhbml0IHZpcnVzIG9mZiBzaXJocnV0IGlzIHVubG9ja2VkIGFuZCBpIGFtIHJ1bm5pbmcgYm9vc3RyYXBwZXIgQnV0IHRoZSBzYW1lIGVycm9yIGtlZXBzIHBvcHBpbmcgdXAuIENvdWxkIHlvdSBoZWxwIG1lIHBsZWFzZQ=="",""Member"":""SweetPablos"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,SweetPablos,SOLVED,"[""minikid133"",""IcePools"",""austiin""]"
BsEgG97uMa,86.2.139.119,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBhdXN0aWlu"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""RXJyb3IgNDAzIG1lYW5zIHdlbGwgYmUgYmFja3VwIHNvb24gYmVjYXVzZSB3ZXJlIGhhdmluZyB0ZW1wb3JhcnkgZG93bnRpbWUuIFdlbGwgbGV0IHlvdSBrbm93IHdoZW4gaXRzIGZpeGVkISE="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""U2lyaHVydCBzdGlsbCBpc250IHdvcmtpbmcgZXZlbiB0aG91Z2ggeW91IHNhaWQgeW91IGZpeGVkIGl0IHNhaWQgbWFrZSBzdXJlIGFsbCBhbnRpIHZpcnVzIGlzIG9mZiB3aGVuIGkgaGF2ZSBpdCBpdCBvZmYgYW5kIGl0cyAgZXJyb3IgNDAz"",""Member"":""Marleek"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,Marleek,SOLVED,"[""austiin""]"
fsm5mTfNNQ,192.139.37.241,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBhdXN0aWlu"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""T2theSB0aGFuayB5b3UgZm9yIGNsZWFyaW5nIGl0IHVwIQ=="",""Member"":""RehxyYT"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""dGVtcG9yYXJ5IGRvd24gdGltZSB3aWxsIGJlIGJhY2sgdXAgd2hlbiB3ZSBzdG9wIGdldHRpbmcgZGRvc2VkIQ=="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""U28gaSB0dXJuZWQgb2ZmIG15IGFudGkgdmlydXMgbGlrZSBub3JtYWwgYW5kIGdvIHRvIHJ1biB0aGUgYm9vdHN0cmFwZXIgYW5kIGl0IHNheXMgaXQgZmFpbGVkIHNvIGkgcmVkb3dubG9hZCBpdCBhbmQgbWFrZSBzdXJlIGkgaGF2ZSBhbGwgdGhlIG5lZWRlZCB0aGluZ3MgdG8gcnVuIGl0IGFuZCBpdCBzdGlsbCBzYXlzIHRoZSBzYW1lIHRoaW5nLiBpdmUgY2hlY2tlZCB0aGF0IG5vIG90aGVyIHNpcmh1cnQgaXMgcnVubmluZyBhbmQgaXQgaGFzbnQgd29ya2VkIGZvciB0d28gZGF5cyBub3cgaSBuZWVkIGhlbHAsIHRoYW5rIHlvdQ=="",""Member"":""RehxyYT"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,RehxyYT,SOLVED,"[""austiin""]"
5B16EZRmTU,86.135.93.1,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBhdXN0aWlu"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""QWggb2theSB0aGFua3Mh"",""Member"":""Aquariana223"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""V2VyZSBoYXZpbmcgdGVtcG9yYXJ5IGRvd250aW1lLCB3ZWxsIGJlIGJhY2sgdXAgc29vbg=="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""RXZlcnl0aW1lIEkgY2xpY2sgaW5qZWN0IHJvYmxveCBjcmFzaGVzIGFuZCBib29zdGVyIHN0cmFwIGluc3Qgd29ya2luZywgaXQgc2F5cyBJIGhhdmUgdmlydXMgcHJvdGVjdGlvIG9uIGJ1dCBJIGRvbnQgaGF2ZSBhbnkgb24u"",""Member"":""Aquariana223"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Bug Report,Aquariana223,SOLVED,"[""austiin""]"
oCKv6lMWZU,122.60.12.9,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBUZWtub1BsYXF1ZQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-01""},{""Query"":""QWxyaWdodCB0eQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""bGlrZSB3ZXJlIGhhdmluZyB0ZW1wb3JhcnkgZG93bnRpbWU="",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""V2hhdCBkbyB5b3UgbWVhbiBieSBObyB0ZW1wb3JhcnkgZG93bnRpbWU="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""Tm8gdGVtcG9yYXJ5IGRvd250aW1l"",""Member"":""austiin"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-01""},{""Query"":""ZG8gSSBuZWVkIHRvIHJlLWRvd25sb2FkPw=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""SXQgc2F5czogKFRoZSByZW1vdGUgc2VydmVyIHR1cm5lZCBpbnRvIGFuIGVycm9yOiAoNDAzKSBGb3JiaWRkZW4uKSBEZXRhaWxzOiAoKQ=="",""Member"":""TeknoPlaque"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""}]}",Technical Issues,TeknoPlaque,SOLVED,"[""austiin""]"
rORFtWJkS9,107.77.214.122,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-05""},{""Query"":""RG8geW91IGhhdmUgeW91ciBzZWxseSBvcmRlciBpZCAocGF5cGFsIGludm9pY2UgaWQpIG9yIHdoaXRlbGlzdCBrZXkgb24gaGFuZD8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SXQgc2F5cyBpbSBhIGZyZWUgbWVtYmVyIGV2ZW4gdGhvIEkgcGFpZCBmb3IgaXQgbGFzdCBTZXB0ZW1iZXIgMjQsIDIwMjAuIEkgY2FuIHNlbmQgcHJvb2Y="",""Member"":""Monster"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-01""}]}",Bug Report,Monster,CLOSED,"[""IcePools""]"
